offset_x,offset_y,filename,GSD,dist,bear.deg,dist.km,True.Longitude,True.Latitude
1500.2600000000002,-1618.71,KP_SW_23-03-25-S2_0607.JPG,0.007721154633468776,2207.034692001918,55.52510727867289,0.017040856138376942,99.98073454311442,9.713736133167624
200.38999999999987,-1188.54,KP_SW_23-03-25-S2_0608.JPG,0.007721154633468776,1205.314682437744,22.270167369813308,0.009306421045092134,99.98043442819439,9.713770219856194
-2057.34,1283.6100000000001,KP_SW_23-03-25-S2_0721.JPG,0.0076506887879299055,2424.9335058306237,250.33924768099814,0.01855241158453391,99.98154173624869,9.714267594287906
-1941.12,-1394.94,KP_SW_23-03-25-S2_0721.JPG,0.0076506887879299055,2390.3565545750703,318.0020201255692,0.01828787409124225,99.98158943646183,9.714446906033366
-933.8199999999999,-1628.73,KP_SW_23-03-25-S2_0721.JPG,0.0076506887879299055,1877.4400670327668,342.4725235107451,0.01436370967085796,99.98166152621141,9.714447863231978
-496.9699999999998,-1338.83,KP_SW_23-03-25-S2_0721.JPG,0.0076506887879299055,1428.0913660547071,351.9352131395358,0.01092588260241425,99.98168697870977,9.71442183375261
-547.73,-1738.95,KP_SW_23-03-25-S2_0722.JPG,0.0076506887879299055,1823.1717569664138,354.81674917536776,0.013948519719493409,99.98192328091714,9.714399599354486
-2057.34,1510.0500000000002,KP_SW_23-03-25-S2_0722.JPG,0.0076506887879299055,2552.038181160306,246.0220107398743,0.019524849898972182,99.98177219023123,9.714202267148952
686.6700000000001,-1341.5,KP_SW_23-03-25-S2_0727.JPG,0.007697666018289153,1507.0295083043331,39.40642268507678,0.011600609834633277,99.98192098881385,9.714676034770756
765.4899999999998,-1809.08,KP_SW_23-03-25-S2_0727.JPG,0.007697666018289153,1964.3689537609782,35.23505529442184,0.015121056142748099,99.98193337843591,9.714706660652338
2344.5699999999997,113.32999999999993,KP_SW_23-03-25-S2_0727.JPG,0.007697666018289153,2347.3074306106555,105.06736483695703,0.018068788643089268,99.98201287791123,9.714552529402182
-2618.44,1486.0100000000002,KP_SW_23-03-25-S2_0728.JPG,0.007697666018289153,3010.7231280375154,252.7243397380962,0.023175541113171605,99.9814588273346,9.714574437399182
-2214.98,1189.4299999999998,KP_SW_23-03-25-S2_0728.JPG,0.007697666018289153,2514.136059424788,254.06448783907211,0.01935297970998959,99.98149091185388,9.714588622563289
-1728.7,882.1599999999999,KP_SW_23-03-25-S2_0728.JPG,0.007697666018289153,1940.7756067098535,255.26466385539305,0.014939442436894953,99.98152883247502,9.714602306739774
-1317.23,510.77,KP_SW_23-03-25-S2_0728.JPG,0.007697666018289153,1412.791869243308,261.1056657166233,0.010875199962789423,99.98156258393577,9.714621460066011
-855.0,358.48,KP_SW_23-03-25-S2_0728.JPG,0.007697666018289153,927.109977510759,259.5529211742018,0.00713658296910139,99.9815965402286,9.714624962480848
-627.8899999999999,558.8699999999999,KP_SW_23-03-25-S2_0728.JPG,0.007697666018289153,840.5840404147581,240.62847846982362,0.006470535203416879,99.98160911140145,9.714607969260777
-508.9899999999998,734.54,KP_SW_23-03-25-S2_0728.JPG,0.007697666018289153,893.6553204116225,227.01952361757606,0.006879060191995851,99.98161463544355,9.714594261263137
168.32999999999993,1592.21,KP_SW_23-03-25-S2_0728.JPG,0.007697666018289153,1601.083281094397,186.2650515281406,0.01232460436533124,99.98164824103324,9.714525899585972
-89.51000000000022,1109.94,KP_SW_23-03-25-S2_0728.JPG,0.007697666018289153,1113.5433730663572,196.91058314180668,0.008571684982743978,99.98163777603347,9.714562515661367
1494.9099999999999,1552.1399999999999,KP_SW_23-03-25-S2_0728.JPG,0.007697666018289153,2154.969718511144,148.37600858668313,0.016588237172625375,99.98173976146991,9.714508956453706
1378.6899999999996,1355.75,KP_SW_23-03-25-S2_0728.JPG,0.007697666018289153,1933.6091069810357,146.81934057859362,0.014884277115462353,99.98173473075266,9.71452403363661
1624.5,1163.38,KP_SW_23-03-25-S2_0728.JPG,0.007697666018289153,1998.1124278678617,137.90821245965944,0.015380802136719674,99.98175445290983,9.714533470025682
1756.7600000000002,1327.6999999999998,KP_SW_23-03-25-S2_0728.JPG,0.007697666018289153,2202.0429122975784,139.3807591339306,0.01695059089680755,99.98176106222961,9.714520335727057
2064.0200000000004,834.7399999999998,KP_SW_23-03-25-S2_0728.JPG,0.007697666018289153,2226.4252576720382,124.31960834279883,0.017138278048242722,99.98178948803013,9.714549300550667
2491.5200000000004,856.1100000000001,KP_SW_23-03-25-S2_0728.JPG,0.007697666018289153,2634.501137312338,121.26320934970052,0.020279509879833308,99.981818468837,9.714541509332333
2605.08,449.9899999999998,KP_SW_23-03-25-S2_0728.JPG,0.007697666018289153,2643.6589807499754,112.10031074943939,0.020350003900064025,99.98183232103854,9.714567441004991
2717.3,630.3400000000001,KP_SW_23-03-25-S2_0728.JPG,0.007697666018289153,2789.452958126378,115.36007844071771,0.021472277245385574,99.98183731729743,9.714553513811044
2333.88,-85.72000000000003,KP_SW_23-03-25-S2_0728.JPG,0.007697666018289153,2335.4536546033196,100.19655529027492,0.017977542234329184,99.9818217389823,9.714607888969171
-398.1100000000001,785.31,KP_SW_23-03-25-S3_0837.JPG,0.008580049976469434,880.4563408823859,9.282560716595981,0.00755435940687028,99.97696168843298,9.722568080332247
-2000.5700000000002,336.0999999999999,KP_SW_23-03-25-S3_0837.JPG,0.008580049976469434,2028.6063035739585,62.86324614236935,0.017405543467245488,99.9770917427738,9.72257245177234
-1500.26,-62.00999999999999,KP_SW_23-03-25-S3_0837.JPG,0.008580049976469434,1501.5409776959136,74.76684980640368,0.012883296630347716,99.97706386633025,9.722531279577678
-1951.8,398.8899999999999,KP_SW_23-03-25-S3_0837.JPG,0.008580049976469434,1992.1436876139232,60.84950077082863,0.017092692400035574,99.97708662334281,9.722575950653331
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
